Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
MaxBin2_bins.018	k__Bacteria (UID1453)	901	171	117	107	63	1	0	0	0	22.65	0.85	0.00
MaxBin2_bins.021_sub	k__Bacteria (UID1452)	924	163	110	84	77	2	0	0	0	38.94	1.82	0.00
MaxBin2_bins.064_sub	k__Bacteria (UID3060)	138	335	244	225	89	14	7	0	0	22.75	9.88	68.57
MaxBin2_bins.075_sub	c__Deltaproteobacteria (UID3216)	83	247	155	206	41	0	0	0	0	4.77	0.00	0.00
MaxBin2_bins.081_sub	c__Gammaproteobacteria (UID4444)	263	503	230	193	191	86	26	6	1	55.18	29.63	5.71
MaxBin2_bins.093_sub	c__Deltaproteobacteria (UID3217)	62	280	168	139	116	21	4	0	0	46.60	10.19	0.00
MaxBin2_bins.096_sub	k__Bacteria (UID203)	5449	102	56	27	44	20	8	2	1	61.28	32.33	6.06
MaxBin2_bins.109_sub	f__Flavobacteriaceae (UID2845)	53	548	298	476	72	0	0	0	0	8.79	0.00	0.00
MaxBin2_bins.113_sub	f__Flavobacteriaceae (UID2845)	53	548	298	393	123	26	5	1	0	23.85	6.83	0.00
MetaBAT2_bins.10	p__Actinobacteria (UID1454)	732	199	116	39	145	15	0	0	0	78.36	9.51	40.00
MetaBAT2_bins.100	c__Gammaproteobacteria (UID4267)	119	544	284	25	500	16	2	1	0	93.90	4.55	7.14
MetaBAT2_bins.101	s__algicola (UID2846)	47	571	303	6	547	18	0	0	0	98.72	2.84	50.00
MetaBAT2_bins.110	c__Deltaproteobacteria (UID3216)	83	247	155	71	156	17	3	0	0	64.37	10.81	3.85
MetaBAT2_bins.113	c__Gammaproteobacteria (UID4267)	119	544	284	129	371	43	0	1	0	72.57	8.39	16.33
MetaBAT2_bins.118_sub	o__Rhizobiales (UID3447)	356	413	248	163	200	48	2	0	0	54.98	14.68	57.41
MetaBAT2_bins.121_sub	k__Bacteria (UID203)	5449	104	58	8	46	40	10	0	0	86.21	40.85	28.57
MetaBAT2_bins.122_sub	k__Bacteria (UID3187)	2258	188	117	6	175	7	0	0	0	97.33	5.13	0.00
MetaBAT2_bins.125	k__Bacteria (UID3187)	2258	190	119	57	126	7	0	0	0	61.25	5.11	28.57
MetaBAT2_bins.126	c__Gammaproteobacteria (UID4267)	119	544	284	39	490	14	1	0	0	91.31	3.02	0.00
MetaBAT2_bins.128	c__Gammaproteobacteria (UID4274)	112	581	290	259	296	25	1	0	0	55.15	6.09	7.14
MetaBAT2_bins.136	c__Gammaproteobacteria (UID4267)	119	544	284	46	302	155	37	4	0	89.15	40.08	64.48
MetaBAT2_bins.144	c__Deltaproteobacteria (UID3216)	83	247	155	8	234	5	0	0	0	95.77	2.90	0.00
MetaBAT2_bins.145	c__Deltaproteobacteria (UID3216)	83	247	155	29	211	7	0	0	0	89.99	1.94	100.00
MetaBAT2_bins.149_sub	o__Rhizobiales (UID3447)	356	416	249	338	78	0	0	0	0	15.28	0.00	0.00
MetaBAT2_bins.14_sub	o__Actinomycetales (UID1590)	562	286	170	22	253	10	1	0	0	90.78	5.39	0.00
MetaBAT2_bins.151	c__Deltaproteobacteria (UID3216)	83	247	155	124	123	0	0	0	0	36.61	0.00	0.00
MetaBAT2_bins.153	s__algicola (UID2846)	47	571	303	53	507	11	0	0	0	88.98	1.66	9.09
MetaBAT2_bins.172	k__Bacteria (UID1453)	901	171	117	27	138	6	0	0	0	79.91	4.70	16.67
MetaBAT2_bins.179_sub	s__algicola (UID2846)	47	571	303	121	234	201	11	4	0	78.05	43.58	21.71
MetaBAT2_bins.180	f__Flavobacteriaceae (UID2845)	53	548	298	222	317	9	0	0	0	56.42	1.92	33.33
MetaBAT2_bins.185_sub	k__Bacteria (UID203)	5449	102	56	17	41	35	8	1	0	74.68	36.04	35.38
MetaBAT2_bins.187	c__Deltaproteobacteria (UID3216)	83	247	155	73	166	8	0	0	0	64.12	2.90	37.50
MetaBAT2_bins.193	c__Gammaproteobacteria (UID4267)	119	544	284	47	488	7	2	0	0	90.35	2.66	23.08
MetaBAT2_bins.197	c__Deltaproteobacteria (UID3216)	83	247	155	53	193	1	0	0	0	77.41	0.02	0.00
MetaBAT2_bins.2	c__Gammaproteobacteria (UID4267)	119	544	284	275	252	17	0	0	0	46.41	3.41	35.29
MetaBAT2_bins.207	c__Gammaproteobacteria (UID4444)	263	503	230	187	311	5	0	0	0	60.93	1.42	0.00
MetaBAT2_bins.215_sub	o__Actinomycetales (UID1590)	562	286	170	85	156	38	7	0	0	68.72	17.45	44.07
MetaBAT2_bins.217	k__Bacteria (UID203)	5449	104	58	16	57	28	3	0	0	79.31	19.91	16.22
MetaBAT2_bins.22	c__Gammaproteobacteria (UID4267)	119	544	284	94	433	17	0	0	0	80.17	3.80	0.00
MetaBAT2_bins.221	k__Bacteria (UID1452)	924	163	110	82	81	0	0	0	0	40.61	0.00	0.00
MetaBAT2_bins.224	c__Deltaproteobacteria (UID3217)	62	280	168	47	225	6	2	0	0	76.72	3.27	91.67
MetaBAT2_bins.34	c__Deltaproteobacteria (UID3217)	62	280	168	126	151	3	0	0	0	47.85	0.60	0.00
MetaBAT2_bins.39	c__Deltaproteobacteria (UID3216)	83	247	155	8	236	3	0	0	0	95.16	1.61	0.00
MetaBAT2_bins.45_sub	c__Gammaproteobacteria (UID4274)	112	581	290	268	301	11	1	0	0	45.04	0.92	14.29
MetaBAT2_bins.4_sub	c__Gammaproteobacteria (UID4274)	112	581	290	169	335	67	8	2	0	67.44	15.37	6.80
MetaBAT2_bins.72_sub	k__Bacteria (UID2495)	2993	147	91	58	84	4	0	1	0	50.87	7.69	10.00
MetaBAT2_bins.74	k__Bacteria (UID1453)	901	171	117	46	114	10	1	0	0	69.22	3.90	7.69
MetaBAT2_bins.78_sub	p__Actinobacteria (UID1454)	732	199	116	149	49	1	0	0	0	24.67	0.29	0.00
MetaBAT2_bins.86_sub	c__Deltaproteobacteria (UID3216)	83	247	155	117	117	13	0	0	0	55.45	7.42	0.00
MetaBAT2_bins.89	c__Gammaproteobacteria (UID4267)	119	544	284	56	480	8	0	0	0	87.07	1.92	12.50
MetaBAT2_bins.90	o__Rhizobiales (UID3447)	356	416	249	222	192	2	0	0	0	40.17	0.43	0.00
