contigName	contigLen	totalAvgDepth	mapped_sorted.bam	mapped_sorted.bam-var
contig_273	105482	1.47259	1.47259	2.38491
contig_274	5881	2.37201	2.37201	0.803631
contig_275	17741	2.57819	2.57819	1.56359
contig_276	16237	0.785417	0.785417	0.486865
contig_277	9338	0	0	0
contig_278	7001	2.65334	2.65334	2.8567
contig_279	14499	1.07666	1.07666	0.953265
contig_28	37081	1.97577	1.97577	2.91162
contig_280	18437	2.37836	2.37836	1.8306
contig_281	30313	0.577695	0.577695	0.64854
contig_282	24472	1.23407	1.23407	1.21024
contig_283	17210	1.7755	1.7755	0.944205
contig_284	12549	0.700218	0.700218	0.499139
contig_285	12654	1.91259	1.91259	1.21806
contig_286	9907	1.84606	1.84606	1.94707
contig_287	11454	1.112	1.112	0.44645
contig_288	14079	1.38517	1.38517	1.42964
contig_289	26573	2.04893	2.04893	2.96985
contig_29	8729	0.177527	0.177527	0.186362
contig_290	6132	0	0	0
contig_291	27531	0.890106	0.890106	1.03828
contig_293	50342	2.34322	2.34322	3.64889
contig_294	8015	0.629752	0.629752	0.602473
contig_295	5802	0.823425	0.823425	0.81965
contig_296	5438	0.0945537	0.0945537	0.0856302
contig_297	7440	2.3834	2.3834	1.14577
contig_298	12834	1.43661	1.43661	0.569364
contig_299	11955	0.774333	0.774333	0.964995
contig_30	16325	0.55524	0.55524	0.810355
contig_301	17334	1.46223	1.46223	2.37224
contig_302	29543	2.4054	2.4054	1.7792
contig_303	10206	1.15891	1.15891	0.937096
contig_305	17598	1.81878	1.81878	0.970575
contig_306	21985	0.535196	0.535196	0.579614
contig_307	16528	1.9332	1.9332	1.38213
contig_308	42802	1.82793	1.82793	2.0004
contig_31	7864	1.78597	1.78597	0.555113
contig_310	7275	1.43088	1.43088	1.76052
contig_311	12117	0.733434	0.733434	0.960541
contig_312	13893	0.657935	0.657935	0.762124
contig_313	9233	0.442145	0.442145	0.58174
contig_314	18143	1.33235	1.33235	2.48556
contig_315	16427	2.1163	2.1163	2.20902
contig_316	10938	1.64062	1.64062	0.947546
contig_317	39727	1.17187	1.17187	1.75505
contig_318	13559	1.04385	1.04385	0.985325
contig_32	6796	0.426121	0.426121	0.244559
contig_320	79492	2.23936	2.23936	2.74206
contig_321	12897	1.84294	1.84294	0.743643
contig_322	17435	1.74249	1.74249	2.50595
contig_323	18400	2.66011	2.66011	3.91145
contig_324	40531	1.90349	1.90349	1.57525
contig_325	9622	0.38049	0.38049	0.820682
contig_326	8585	0.177593	0.177593	0.146075
contig_327	33194	2.58858	2.58858	5.20558
contig_328	8535	0.160286	0.160286	0.134615
contig_329	10429	1.05711	1.05711	2.37194
contig_33	12124	1.02965	1.02965	0.988785
contig_330	22882	1.30648	1.30648	1.25973
contig_331	10024	1.36439	1.36439	0.978069
contig_332	17472	1.07799	1.07799	0.671847
contig_333	32168	1.56253	1.56253	1.90684
contig_334	5941	2.92868	2.92868	2.62708
contig_335	34447	1.2844	1.2844	2.65514
contig_336	5018	2.5643	2.5643	3.22597
contig_337	19453	1.3086	1.3086	1.73394
contig_338	5905	0.334144	0.334144	0.222526
contig_339	9381	0.900119	0.900119	0.870813
contig_34	7602	1.82273	1.82273	3.66625
contig_340	23187	0.0930677	0.0930677	0.0844137
contig_341	11002	1.14532	1.14532	0.801703
contig_342	33106	2.08994	2.08994	1.93258
contig_343	6287	0.808375	0.808375	0.805797
contig_344	38823	1.46953	1.46953	3.30976
contig_345	12254	1.23819	1.23819	0.813218
contig_346	11533	1.50611	1.50611	1.5665
contig_347	13107	0.236629	0.236629	0.322967
contig_348	16056	0.429901	0.429901	0.418851
contig_349	9915	0.882642	0.882642	0.558344
contig_35	17272	0.6098	0.6098	0.534134
contig_350	23765	0.463942	0.463942	0.533383
contig_351	41769	1.55756	1.55756	1.63241
contig_352	10291	0.477369	0.477369	0.346715
contig_353	10064	1.17813	1.17813	0.672582
contig_354	36598	1.12099	1.12099	2.01079
contig_355	59097	1.90295	1.90295	2.55836
contig_358	13222	0.693161	0.693161	0.994284
contig_359	6751	0.7614	0.7614	0.630219
contig_36	5344	0	0	0
contig_360	14431	2.81178	2.81178	1.16406
contig_361	8842	0.116774	0.116774	0.187145
contig_362	51738	0.892223	0.892223	1.1779
contig_363	13240	1.61306	1.61306	0.969301
contig_364	12962	1.70106	1.70106	0.662934
contig_366	8288	1.02408	1.02408	0.983122
contig_367	6589	2.23575	2.23575	1.76588
contig_368	5452	2.02075	2.02075	0.551944
contig_369	11893	0.548071	0.548071	0.28824
contig_37	12473	2.15272	2.15272	1.84774
contig_370	49444	0.752505	0.752505	0.728153
contig_372	78065	1.76146	1.76146	1.91006
contig_373	20497	1.8502	1.8502	1.81155
contig_374	54624	1.80165	1.80165	3.28993
contig_375	46818	2.12518	2.12518	2.85086
contig_377	50460	1.66414	1.66414	1.56187
contig_378	8235	1.78503	1.78503	0.723207
contig_379	19873	1.51615	1.51615	0.804476
contig_38	18352	2.03456	2.03456	1.96534
contig_381	22511	1.0411	1.0411	0.748319
contig_383	8398	0.762124	0.762124	0.726508
contig_386	9487	0.870194	0.870194	0.857845
contig_387	22981	2.32342	2.32342	1.55882
contig_388	27354	1.22438	1.22438	2.22213
contig_389	6935	0.829477	0.829477	0.28561
contig_39	12592	1.04236	1.04236	0.707562
contig_390	19588	1.08432	1.08432	1.63672
contig_391	10638	1.25	1.25	0.738676
contig_392	12522	1.61413	1.61413	1.58589
contig_393	8758	1.92751	1.92751	0.656593
contig_394	24801	1.81449	1.81449	1.95862
contig_395	20024	1.86968	1.86968	0.868326
contig_396	11974	1.7171	1.7171	0.289842
contig_397	12128	1.16564	1.16564	1.27935
contig_398	30042	0.919142	0.919142	0.956429
contig_399	65015	2.30439	2.30439	3.21606
contig_40	10166	1.38029	1.38029	0.647089
contig_400	16387	1.83242	1.83242	0.9849
contig_401	6441	0.988396	0.988396	0.770742
contig_403	12822	2.0831	2.0831	1.11099
contig_404	23942	1.70667	1.70667	1.9257
contig_405	23978	20.6105	20.6105	9056.63
contig_406	13816	1.48961	1.48961	1.77285
contig_407	5594	1.00863	1.00863	0.378591
contig_408	13226	0.486617	0.486617	0.2895
contig_409	13201	1.21209	1.21209	0.761437
contig_41	5806	0.529173	0.529173	0.539912
contig_410	12243	1.11263	1.11263	1.03661
contig_411	14906	1.30496	1.30496	1.8137
contig_412	62693	1.02709	1.02709	2.24842
contig_413	11793	1.59761	1.59761	0.854552
contig_415	9998	1.35236	1.35236	1.02219
contig_416	9803	1.06226	1.06226	0.68875
contig_417	6353	0.321619	0.321619	0.218204
contig_418	5621	0.091391	0.091391	0.0830546
contig_419	68247	1.93083	1.93083	2.8054
contig_42	10412	0.821087	0.821087	0.3687
contig_420	9827	2.0031	2.0031	0.570059
contig_421	34626	1.3362	1.3362	1.07791
contig_422	19421	1.63318	1.63318	1.33566
contig_423	82930	1.93879	1.93879	3.24463
contig_424	10434	1.05299	1.05299	0.55652
contig_425	12763	1.37715	1.37715	1.18675
contig_426	17423	0.988827	0.988827	0.631246
contig_427	13547	0.563634	0.563634	0.394698
contig_428	6706	2.25	2.25	2.43162
contig_429	33839	1.95999	1.95999	3.69482
contig_43	28939	0.754142	0.754142	1.04892
contig_430	21752	0.674706	0.674706	0.687177
contig_431	14045	0.0359842	0.0359842	0.0346804
contig_432	9847	2.40487	2.40487	1.27141
contig_433	12447	1.96845	1.96845	0.908676
contig_435	14248	1.45333	1.45333	1.11605
contig_436	9825	1.47463	1.47463	1.02113
contig_437	10398	2.07787	2.07787	1.1084
contig_439	8135	1.66525	1.66525	2.35901
contig_44	20756	2.1404	2.1404	3.22504
contig_440	6330	1.66489	1.66489	0.988008
contig_441	5670	1.62899	1.62899	0.344673
contig_442	10616	0.609497	0.609497	0.744902
contig_443	19406	1.13902	1.13902	0.610117
contig_444	10972	0.717612	0.717612	1.18315
contig_445	12639	1.01738	1.01738	1.16123
contig_446	23153	0.0995088	0.0995088	0.0896027
contig_447	6768	0.90541	0.90541	0.774232
contig_448	19351	2.07	2.07	1.60936
contig_449	9068	0.601256	0.601256	0.486077
contig_45	5666	2.05312	2.05312	1.07185
contig_450	21139	2.06337	2.06337	1.63844
contig_452	11056	0.136897	0.136897	0.180914
contig_454	7618	0.141939	0.141939	0.121804
contig_455	14771	1.14192	1.14192	1.37434
contig_456	6558	1.0039	1.0039	0.43434
contig_457	7991	1.73269	1.73269	0.831543
contig_458	32957	0.406163	0.406163	0.511905
contig_459	94967	1.73416	1.73416	2.7157
contig_46	134125	1.60497	1.60497	2.96142
contig_460	7171	1.13801	1.13801	1.06622
contig_461	35942	1.1445	1.1445	1.97353
contig_462	6118	1.79055	1.79055	0.748878
contig_463	7738	1.63811	1.63811	0.711498
contig_464	18093	1.06443	1.06443	1.11602
contig_465	13697	0.370488	0.370488	0.465492
contig_466	24314	0.557441	0.557441	0.738133
contig_467	5051	0.712712	0.712712	1.21168
contig_468	5411	0.368941	0.368941	0.411581
contig_469	10793	1.38128	1.38128	0.609503
contig_470	121153	1.4707	1.4707	2.43704
contig_471	16026	0.591144	0.591144	0.614909
contig_473	39557	0.796889	0.796889	1.02533
contig_474	43831	1.19098	1.19098	1.65046
contig_475	11553	2.14733	2.14733	0.319304
contig_476	23702	1.52819	1.52819	2.22695
contig_477	6535	0.155834	0.155834	0.131573
contig_478	8548	1.7241	1.7241	1.12874
contig_48	7297	1.90989	1.90989	1.47044
contig_481	32116	1.07495	1.07495	3.28185
contig_482	14856	3.09241	3.09241	3.73831
contig_483	5982	1.31019	1.31019	0.538123
contig_484	18218	2.3623	2.3623	20.3152
contig_485	56957	2.00801	2.00801	3.41745
contig_487	25620	1.70298	1.70298	1.6876
contig_488	27791	1.95677	1.95677	1.67033
contig_489	28717	1.9624	1.9624	2.38074
contig_49	8151	0.737783	0.737783	0.445269
contig_490	14459	0.768328	0.768328	0.780376
contig_491	6496	0.629688	0.629688	0.725886
contig_492	53751	1.19548	1.19548	1.71732
contig_494	43640	1.39283	1.39283	2.45899
contig_495	14754	1.3043	1.3043	1.0486
contig_496	14112	1.80461	1.80461	1.55088
contig_498	22570	1.96012	1.96012	0.817497
contig_499	31207	0.0932157	0.0932157	0.116367
contig_50	15824	1.14789	1.14789	1.19207
contig_500	12706	0.597005	0.597005	0.686039
contig_501	13317	1.05013	1.05013	0.784543
contig_502	25099	1.54511	1.54511	1.17396
contig_503	15795	1.08105	1.08105	1.57455
contig_504	6593	0.541518	0.541518	0.474631
contig_505	21345	1.92465	1.92465	1.48072
contig_507	22096	1.44377	1.44377	1.27092
contig_508	21939	0.826977	0.826977	0.642517
contig_509	16896	0.431685	0.431685	0.527961
contig_51	30153	0.0690264	0.0690264	0.113913
contig_510	9316	0.326533	0.326533	0.872578
contig_511	34742	1.56669	1.56669	2.45303
contig_512	12487	1.40075	1.40075	1.02399
contig_513	6775	2.03351	2.03351	2.09499
contig_514	19499	0.904801	0.904801	1.34045
contig_515	32060	2.02253	2.02253	2.53199
contig_516	27241	0.828282	0.828282	1.5283
contig_517	9888	0.730951	0.730951	0.743421
contig_518	7739	1.18593	1.18593	0.636626
contig_519	15009	0.143011	0.143011	0.216812
contig_52	7676	1.14098	1.14098	0.867987
contig_520	13131	2.01317	2.01317	1.04142
contig_521	9633	1.82685	1.82685	0.8658
contig_522	9357	0.594765	0.594765	0.9452
contig_523	76353	1.14532	1.14532	1.90382
contig_524	11884	0.2549	0.2549	0.428904
contig_526	19231	1.59059	1.59059	2.10613
contig_527	34486	1.55379	1.55379	1.52764
contig_528	5324	1.07692	1.07692	0.584829
contig_529	9443	1.45378	1.45378	1.46847
contig_530	6578	0.89219	0.89219	0.705784
contig_531	6800	1.70211	1.70211	4.57634
contig_532	16167	0.947306	0.947306	0.730806
contig_533	15885	2.06425	2.06425	0.618259
contig_534	28153	0.919437	0.919437	1.06134
contig_535	22002	0.0686436	0.0686436	0.103081
contig_536	10368	1.33832	1.33832	1.09493
contig_537	12099	0.239602	0.239602	0.184723
contig_538	6740	0.745675	0.745675	0.410045
contig_539	7366	0.085643	0.085643	0.078311
contig_54	45466	1.38304	1.38304	2.09188
contig_540	8905	0.456653	0.456653	0.248127
contig_541	12036	0.537018	0.537018	0.726092
contig_542	5002	0.10305	0.10305	0.0924498
contig_543	9647	1.70707	1.70707	0.92833
contig_544	6619	0.528675	0.528675	0.327465
contig_545	8232	1.87181	1.87181	1.21117
contig_546	10424	1.86208	1.86208	2.01855
contig_547	6084	0.935794	0.935794	1.10609
contig_55	33053	1.41951	1.41951	1.32301
contig_550	101321	1.65022	1.65022	2.59635
contig_551	16180	0.497193	0.497193	0.672802
contig_552	11410	0.827975	0.827975	1.03464
contig_553	36042	1.18932	1.18932	1.51897
contig_554	14305	0.928718	0.928718	0.953857
contig_555	11376	1.15464	1.15464	0.828878
contig_556	10038	1.60467	1.60467	0.611516
contig_557	6974	1.08558	1.08558	1.02598
contig_558	5313	1.39047	1.39047	0.524391
contig_559	9905	1.05402	1.05402	0.60312
contig_56	25261	0.456175	0.456175	0.637633
contig_560	6228	1.61139	1.61139	1.74072
contig_561	8687	0	0	0
contig_562	12512	0.819447	0.819447	0.673356
contig_563	13369	0.648385	0.648385	1.05055
contig_564	37060	1.4909	1.4909	2.01928
contig_565	7404	1.23725	1.23725	0.394424
contig_566	17920	1.42915	1.42915	0.731754
contig_567	6473	1.60225	1.60225	0.520511
contig_569	5013	1.92947	1.92947	0.516428
contig_57	9860	0.154068	0.154068	0.226543
contig_570	11651	0.0367794	0.0367794	0.0354296
contig_571	14319	0.896958	0.896958	1.17638
contig_572	7829	0.323219	0.323219	0.398264
contig_573	12819	0.467598	0.467598	0.277412
contig_574	13298	1.70102	1.70102	1.7096
contig_575	10303	0.77189	0.77189	0.910866
contig_577	8415	0.161887	0.161887	0.135685
contig_578	19723	0.853472	0.853472	1.10853
contig_579	8928	1.47528	1.47528	0.369972
contig_58	6545	0.754339	0.754339	0.609808
contig_581	8290	0.990049	0.990049	0.840383
contig_582	14126	1.46444	1.46444	0.609539
contig_583	6408	0.519175	0.519175	0.670961
contig_585	10058	1.41704	1.41704	0.694527
contig_586	8673	0.469436	0.469436	0.451164
contig_587	16864	1.27181	1.27181	1.125
contig_588	6455	1.41967	1.41967	0.34988
contig_589	7394	0.958724	0.958724	1.40013
contig_59	6111	1.90102	1.90102	0.543211
contig_591	27669	2.68662	2.68662	2.17514
contig_592	5947	2.14145	2.14145	0.321602
contig_593	10322	0.483582	0.483582	0.347853
contig_594	35264	0.477559	0.477559	0.753308
contig_595	5715	1.91608	1.91608	0.76703
contig_596	18310	0.614482	0.614482	0.434543
contig_597	6145	0.320767	0.320767	0.33169
contig_598	10671	1.21129	1.21129	0.677059
contig_599	11344	0.133822	0.133822	0.115921
contig_60	8541	1.22691	1.22691	1.94785
contig_600	13623	1.03607	1.03607	0.903944
contig_601	7327	0.696391	0.696391	0.211455
contig_602	23315	1.39124	1.39124	1.21855
contig_603	11699	0.949519	0.949519	1.28165
contig_604	9390	0.72316	0.72316	0.403501
contig_605	6622	0.539555	0.539555	0.379503
contig_606	18901	2.69655	2.69655	4.72099
contig_607	13385	1.03476	1.03476	1.10531
contig_61	43867	1.58641	1.58641	2.61846
contig_610	7304	1.17515	1.17515	0.89633
contig_611	15383	1.29764	1.29764	1.66574
contig_612	12227	1.41782	1.41782	0.79182
contig_613	16071	1.36983	1.36983	0.957043
contig_614	7641	0.672941	0.672941	0.351494
contig_615	9675	1.8927	1.8927	0.627074
contig_617	7808	1.31692	1.31692	1.05553
contig_618	7265	0.270415	0.270415	0.197321
contig_619	6809	0.898784	0.898784	0.543991
contig_62	12223	1.41249	1.41249	0.389822
contig_620	6417	1.31339	1.31339	0.243631
contig_621	16080	1.84765	1.84765	2.03549
contig_622	51581	1.0174	1.0174	1.61402
contig_623	9018	1.75992	1.75992	0.410243
contig_624	8012	1.60048	1.60048	1.05658
contig_625	7895	1.54164	1.54164	1.0685
contig_626	8998	1.55561	1.55561	2.50887
contig_627	13641	0.00333556	0.00333556	0.00332499
contig_628	8122	1.7505	1.7505	1.89483
contig_629	22883	1.94902	1.94902	1.02126
contig_63	58383	1.58668	1.58668	1.71345
contig_630	9810	0.606004	0.606004	0.311465
contig_631	12125	0.613111	0.613111	0.591205
contig_632	8957	1.27251	1.27251	0.75791
contig_633	8237	3.30098	3.30098	3.13398
contig_634	33357	0.892583	0.892583	1.2695
contig_635	8666	1.70268	1.70268	1.71358
contig_636	17116	2.70747	2.70747	1.26306
contig_637	8243	1.7761	1.7761	0.899443
contig_638	7800	0.999216	0.999216	0.866748
contig_639	18314	2.90052	2.90052	5.9669
contig_64	22360	1.66083	1.66083	1.8812
contig_640	17093	1.50552	1.50552	1.95329
contig_641	57823	1.63673	1.63673	4.14395
contig_643	17874	0.845972	0.845972	1.50119
contig_644	54837	1.28067	1.28067	2.14575
contig_645	52883	2.0987	2.0987	2.92343
contig_646	26635	1.86683	1.86683	3.23578
contig_647	17969	1.77956	1.77956	2.11253
contig_648	17133	1.78431	1.78431	2.21161
contig_649	54536	2.0869	2.0869	3.07869
contig_65	9993	0.213248	0.213248	0.244623
contig_650	17189	1.71025	1.71025	0.690418
contig_651	82004	1.1385	1.1385	2.14336
contig_653	20702	0.909741	0.909741	0.655412
contig_66	55159	1.68283	1.68283	3.13082
contig_67	10367	2.05099	2.05099	1.61837
contig_68	5510	1.11716	1.11716	0.64829
contig_69	13594	1.12295	1.12295	1.35433
contig_70	32128	2.21133	2.21133	3.5002
contig_72	76900	1.46472	1.46472	3.37576
contig_73	21884	0.495583	0.495583	0.982953
contig_74	104015	1.47967	1.47967	2.6424
contig_75	9298	1.3439	1.3439	1.36913
contig_76	31935	2.11002	2.11002	2.77718
contig_77	8827	1.21056	1.21056	0.944467
contig_78	34675	1.34445	1.34445	2.54412
contig_81	12466	0.0405164	0.0405164	0.0388786
contig_82	15020	0.201009	0.201009	0.160565
contig_83	39955	1.03397	1.03397	1.22605
contig_84	106514	1.62612	1.62612	2.56009
contig_86	29341	1.17673	1.17673	1.67894
contig_88	22946	2.23842	2.23842	3.18971
contig_89	5883	2.80202	2.80202	1.77536
contig_90	15878	1.55169	1.55169	1.17769
contig_91	5575	1.09051	1.09051	1.29986
contig_92	10937	1.63187	1.63187	0.786566
contig_93	15591	1.50249	1.50249	2.33848
contig_94	35066	0.939541	0.939541	0.601767
contig_95	24508	1.05185	1.05185	1.23958
contig_96	8047	2.72471	2.72471	1.03439
contig_97	5237	2.27934	2.27934	1.07717
contig_98	96151	1.56773	1.56773	2.05194
