contigName	contigLen	totalAvgDepth	mapped_sorted.bam	mapped_sorted.bam-var
contig_10058	21035	3.02739	3.02739	5.53724
contig_1006	12875	4.01084	4.01084	2.57568
contig_10066	14468	0.833566	0.833566	0.782373
contig_10067	20481	0.529733	0.529733	0.955898
contig_10068	16514	1.76406	1.76406	1.14594
contig_10069	448101	4.23976	4.23976	6.8524
contig_1007	29528	1.4695	1.4695	3.11478
contig_10070	6203	0.31439	0.31439	0.326307
contig_10071	50702	1.94437	1.94437	2.58955
contig_10072	53640	2.46308	2.46308	7.27601
contig_10073	8785	1.63254	1.63254	2.11023
contig_10074	19677	1.14088	1.14088	1.29846
contig_10075	23216	0.976806	0.976806	0.656313
contig_10076	91406	3.60881	3.60881	7.79426
contig_10077	5521	1.51853	1.51853	0.803176
contig_10078	13626	0.629341	0.629341	0.306454
contig_10079	25327	1.6979	1.6979	1.03546
contig_1008	6026	1.17716	1.17716	0.752792
contig_10080	9898	0.10197	0.10197	0.0915741
contig_10081	19219	0.361949	0.361949	0.400281
contig_10082	7854	0.0454309	0.0454309	0.0433814
contig_10083	15628	0.510983	0.510983	0.569759
contig_10084	6949	1.219	1.219	0.566461
contig_10086	5777	0.00266572	0.00266572	0.00265902
contig_10087	6845	1.33592	1.33592	1.51476
contig_10088	59835	4.21573	4.21573	5.47976
contig_10089	5468	0.959195	0.959195	0.647789
contig_1009	13104	3.60946	3.60946	6.16125
contig_10090	325604	5.14314	5.14314	8.09308
contig_10091	8352	0.580102	0.580102	0.54986
contig_10092	5825	0.877885	0.877885	0.476263
contig_10093	12052	1.23929	1.23929	2.4715
contig_10094	6302	1.40231	1.40231	2.83731
contig_10095	14087	1.28478	1.28478	1.11326
contig_10096	85028	3.0189	3.0189	5.41215
contig_10097	12803	1.8952	1.8952	1.44815
contig_10099	34354	2.80061	2.80061	5.69166
contig_101	19605	14.8047	14.8047	37.2677
contig_1010	143222	2.83861	2.83861	3.85402
contig_10100	25030	0.462018	0.462018	0.723683
contig_10101	17744	2.07332	2.07332	1.07363
contig_10102	41242	2.39536	2.39536	1.97378
contig_10103	57427	1.52986	1.52986	2.54214
contig_10104	6836	2.21941	2.21941	0.660485
contig_10105	15887	2.79253	2.79253	4.14637
contig_10106	5014	0.995477	0.995477	0.535843
contig_10107	15320	1.79519	1.79519	1.89241
contig_10109	10763	1.43456	1.43456	1.79175
contig_1011	16911	0.765288	0.765288	0.245893
contig_10110	5709	1.29106	1.29106	0.917424
contig_10111	16858	1.49779	1.49779	3.65215
contig_10112	9218	0.225298	0.225298	0.184497
contig_10113	53068	2.91742	2.91742	4.25322
contig_10114	43188	1.51185	1.51185	2.32539
contig_10115	14850	1.35952	1.35952	1.02355
contig_10116	5414	0.928191	0.928191	0.592204
contig_10118	356187	1.5235	1.5235	2.94308
contig_10119	23219	1.46751	1.46751	0.871543
contig_1012	11283	0.0727567	0.0727567	0.139334
contig_10120	8268	1.43594	1.43594	2.03417
contig_10121	7458	2.28996	2.28996	2.6411
contig_10123	7831	1.26442	1.26442	1.78232
contig_10124	25290	1.65088	1.65088	1.454
contig_10126	18247	0.781842	0.781842	1.50601
contig_10127	9708	0.349236	0.349236	0.513244
contig_10128	29283	2.76762	2.76762	5.05807
contig_10129	5628	1.26524	1.26524	1.05054
contig_10130	6334	1.61012	1.61012	0.61834
contig_10131	6461	1.41879	1.41879	0.619999
contig_10132	71910	2.33057	2.33057	4.02676
contig_10133	100255	2.1684	2.1684	2.42495
contig_10134	7467	1.47492	1.47492	0.925159
contig_10136	8200	0.808075	0.808075	0.423986
contig_10137	13637	2.91503	2.91503	2.00256
contig_10138	18401	0.494877	0.494877	0.402024
contig_10145	6690	1.56942	1.56942	2.81265
contig_10146	8810	0.700693	0.700693	0.853587
contig_10147	12299	2.01424	2.01424	1.64575
contig_10148	200821	1.93587	1.93587	4.1532
contig_10149	14890	1.87436	1.87436	4.33098
contig_10150	7601	0.679775	0.679775	0.917211
contig_10151	15953	1.20863	1.20863	1.16849
contig_10152	7913	1.09726	1.09726	0.762643
contig_10153	9221	0.979826	0.979826	0.682152
contig_10154	34330	0.639555	0.639555	0.802126
contig_10155	8576	0.347733	0.347733	0.391348
contig_10157	15488	1.49413	1.49413	1.5965
contig_10158	15186	2.72333	2.72333	2.16006
contig_10159	15915	0.783825	0.783825	0.446808
contig_10160	26537	2.05317	2.05317	1.88293
contig_10163	16329	0.963224	0.963224	0.54401
contig_10164	84250	2.68804	2.68804	3.81168
contig_10166	26029	0.845512	0.845512	0.989542
contig_10167	29539	2.07295	2.07295	3.36525
contig_10168	10350	8.35931	8.35931	21.6011
contig_10170	8250	2.80049	2.80049	1.35671
contig_10171	8575	1.14303	1.14303	0.537823
contig_10172	6006	0.0852117	0.0852117	0.077965
contig_10174	10064	0.666936	0.666936	0.667824
contig_10175	32102	1.86251	1.86251	0.976419
contig_10178	13638	1.7864	1.7864	1.04288
contig_1018	13470	3.65803	3.65803	34.915
contig_10180	8279	1.99803	1.99803	0.868102
contig_10182	17349	0.954183	0.954183	1.35962
contig_10186	37274	13.3356	13.3356	20.3853
contig_10188	54448	2.16743	2.16743	2.43829
contig_10189	9448	0.775005	0.775005	0.687221
contig_1019	146545	19.0157	19.0157	124.185
contig_10192	38376	1.69217	1.69217	2.03388
contig_10193	26331	2.29044	2.29044	1.21052
contig_10194	6549	2.13236	2.13236	1.42094
contig_10195	45434	5.73657	5.73657	8.10881
contig_10196	35191	0.629919	0.629919	0.965967
contig_10197	9096	1.10049	1.10049	1.08689
contig_10198	19211	6.64026	6.64026	7.93521
contig_10199	53329	2.47835	2.47835	3.64801
contig_10200	22186	1.53798	1.53798	1.5223
contig_10201	6828	0.50015	0.50015	0.547214
contig_10202	6349	2.0171	2.0171	0.695088
contig_10204	7887	0.292749	0.292749	0.362192
contig_10205	63609	2.3675	2.3675	4.53078
contig_10206	6535	0	0	0
contig_10207	8705	1.10181	1.10181	0.768246
contig_10209	5375	0.978565	0.978565	1.05426
contig_1021	70423	17.2445	17.2445	77.5656
contig_10210	6967	1.35177	1.35177	1.24854
contig_10211	6041	0.168902	0.168902	0.292209
contig_10212	10401	3.57409	3.57409	4.33668
contig_10213	10631	2.03893	2.03893	1.57412
contig_10214	8383	0.52654	0.52654	0.328765
contig_10215	13015	1.43832	1.43832	1.04349
contig_10216	30120	2.69406	2.69406	2.67168
contig_10217	25438	1.30319	1.30319	1.75249
contig_10219	17882	0.293312	0.293312	0.245483
contig_10220	10899	1.10773	1.10773	0.669452
contig_10221	14221	1.48582	1.48582	0.622919
contig_10222	25145	1.22977	1.22977	0.525947
contig_10223	6299	1.5918	1.5918	4.44226
contig_10224	5254	0.68848	0.68848	0.475936
contig_10225	13912	1.22635	1.22635	1.19538
contig_10226	41660	1.82568	1.82568	6.34644
contig_10228	126385	3.91199	3.91199	4.88973
contig_10229	24614	1.68268	1.68268	1.09025
contig_1023	10142	8.28052	8.28052	9.71306
contig_10230	11043	1.84274	1.84274	0.517847
contig_10237	7166	0.710376	0.710376	0.831195
contig_10238	12203	1.35427	1.35427	0.83339
contig_10239	89747	2.77865	2.77865	6.18584
contig_1024	8486	6.60257	6.60257	4.02899
contig_10240	12851	4.4243	4.4243	7.39524
contig_10241	66401	2.06151	2.06151	2.17359
contig_10242	8002	1.82106	1.82106	26.1962
contig_10243	5760	2.59269	2.59269	3.95617
contig_10244	15604	1.01327	1.01327	1.75962
contig_10245	5151	0.845631	0.845631	0.32696
contig_10246	10810	0.842308	0.842308	0.79824
contig_10248	6936	1.3634	1.3634	1.35
contig_10249	6735	2.53971	2.53971	0.618445
contig_1025	6488	3.05144	3.05144	3.5116
contig_10250	11969	7.17963	7.17963	37.6333
contig_10251	14050	20.0244	20.0244	30.6851
contig_10254	11552	8.04069	8.04069	42.5731
contig_10255	16813	11.7493	11.7493	26.2689
contig_10256	20102	5.54	5.54	37.5808
contig_10257	40325	3.50556	3.50556	13.0285
contig_10258	15180	1.3666	1.3666	1.18881
contig_10259	7301	0.978325	0.978325	0.87543
contig_1026	11803	1.13224	1.13224	0.868805
contig_10260	6366	1.6036	1.6036	1.14135
contig_10261	37129	3.05244	3.05244	7.69286
contig_10262	7433	2.84498	2.84498	8.93458
contig_10263	8013	1.13265	1.13265	0.632477
contig_10264	6091	3	3	2.97946
contig_10265	6991	3.81742	3.81742	2.70295
contig_10266	9940	3.124	3.124	8.80532
contig_10267	68700	1.44366	1.44366	2.11495
contig_10268	44133	3.65214	3.65214	5.57366
contig_10269	7741	0.566724	0.566724	0.577642
contig_1027	92828	2.49386	2.49386	3.20506
contig_10270	15761	0.826917	0.826917	0.582891
contig_10272	42322	0.860927	0.860927	1.20306
contig_10274	201808	4.35809	4.35809	6.87548
contig_10275	13125	1.17881	1.17881	2.61797
contig_10276	9446	0.746235	0.746235	0.842963
contig_10277	46212	1.37903	1.37903	1.68859
contig_10278	24474	3.5828	3.5828	14.4328
contig_10279	8957	0.482684	0.482684	0.524731
contig_1028	20111	0.56926	0.56926	0.922792
contig_10280	8018	0.317489	0.317489	0.335456
contig_10281	10999	1.45792	1.45792	2.94247
contig_10282	7522	0.895144	0.895144	0.955948
contig_10285	11637	1.9966	1.9966	1.83613
contig_10286	8148	1.27982	1.27982	1.08176
contig_10287	9255	0.101373	0.101373	0.0910884
contig_10288	18922	1.26023	1.26023	0.731408
contig_10289	27626	1.52686	1.52686	1.63876
contig_1029	18538	2.14803	2.14803	2.83811
contig_10290	66342	5.14973	5.14973	11.2484
contig_10291	11922	0.716616	0.716616	0.677289
contig_10292	12387	0.936913	0.936913	0.221889
contig_10293	8976	0.570927	0.570927	0.476589
contig_10294	52604	3.39963	3.39963	2.86707
contig_10295	55052	2.48144	2.48144	3.81225
contig_10297	8385	1.21044	1.21044	2.06758
contig_10298	7539	0.74232	0.74232	1.41644
contig_10299	7484	3.00368	3.00368	1.71337
contig_1030	1.2093e+06	8.84577	8.84577	12.0338
contig_10300	19197	0.301045	0.301045	0.549734
contig_10301	21780	0.673602	0.673602	0.988239
contig_10302	7706	0.800026	0.800026	0.741388
contig_10303	135128	3.02554	3.02554	7.61902
contig_10304	31029	1.13585	1.13585	1.47652
contig_10305	61247	3.65795	3.65795	3.85064
contig_10306	22878	1.77209	1.77209	4.85378
contig_10307	6843	0.722845	0.722845	0.380577
contig_10308	14966	1.13998	1.13998	0.838278
contig_10309	17993	2.71232	2.71232	3.95805
contig_10311	16409	2.18476	2.18476	1.90995
contig_10312	5317	2.06406	2.06406	2.55088
contig_10313	11997	2.25441	2.25441	0.882295
contig_10314	7465	0.0678059	0.0678059	0.0632261
contig_10315	6720	2.27047	2.27047	1.65667
contig_10316	8482	0.74772	0.74772	0.45058
contig_10319	11408	1.75218	1.75218	1.67391
contig_1032	22299	0.337352	0.337352	0.508113
contig_10320	17994	2.95024	2.95024	3.58295
contig_10321	7335	0.286987	0.286987	0.588263
contig_10322	19070	0.306448	0.306448	0.342918
contig_10323	8445	0.692948	0.692948	0.880444
contig_10324	44446	2.38055	2.38055	6.04044
contig_1033	16058	4.16797	4.16797	7.79326
contig_10331	14254	1.5312	1.5312	1.65587
contig_10332	11936	1.19116	1.19116	1.73801
contig_10333	10875	1.12615	1.12615	2.11083
contig_10334	20423	0.475509	0.475509	0.791016
contig_10335	5328	1.50039	1.50039	0.394146
contig_10336	7514	1.47936	1.47936	1.66885
contig_10337	10926	0.317558	0.317558	0.21672
contig_10338	5846	0.850597	0.850597	0.645097
contig_1034	18398	1.52795	1.52795	0.733992
contig_10341	27252	1.56265	1.56265	2.67482
contig_10342	6659	1.86695	1.86695	0.529071
contig_10343	23983	2.37914	2.37914	1.71797
contig_10344	8670	2.13286	2.13286	4.76435
contig_10345	13737	0.826084	0.826084	0.469462
contig_10346	7982	0.564351	0.564351	0.561571
contig_10347	8012	1.07937	1.07937	1.66549
contig_10348	7079	1.62578	1.62578	1.09103
contig_10349	9328	0.885487	0.885487	0.641925
contig_10350	10617	1.12621	1.12621	2.0096
contig_10353	8549	3.0681	3.0681	2.48761
contig_10354	5469	1.3119	1.3119	1.01952
contig_10355	5215	0.638302	0.638302	0.741601
contig_10357	19725	1.16307	1.16307	1.6318
contig_10360	114601	1.81403	1.81403	2.64831
contig_10362	19169	1.86913	1.86913	3.23557
contig_10363	10059	0.78131	0.78131	1.37859
contig_10364	6556	0	0	0
contig_10365	14744	1.58181	1.58181	0.991964
contig_10367	257233	1.78865	1.78865	4.98609
contig_10368	11568	10.761	10.761	166.174
contig_10369	6436	1.41664	1.41664	1.59806
contig_1037	10287	3.23715	3.23715	3.58518
contig_10370	8743	1.95112	1.95112	0.802303
contig_10371	9234	2.00473	2.00473	1.58473
contig_10372	9642	1.40287	1.40287	1.05897
contig_10373	5603	1.04658	1.04658	2.13656
contig_10374	5928	3.42696	3.42696	4.56802
contig_10375	16180	0.590268	0.590268	2.05405
contig_10376	14982	1.50445	1.50445	0.870042
contig_10377	29604	0.0680723	0.0680723	0.0933202
contig_10378	10624	0.473458	0.473458	0.434559
contig_10379	9608	0.669698	0.669698	0.738498
contig_1038	49896	2.028	2.028	3.64528
contig_10380	28306	0.860563	0.860563	1.60161
contig_10381	6161	1.47846	1.47846	1.29189
contig_10383	24958	1.88637	1.88637	2.86463
contig_10384	11894	0.850136	0.850136	0.818049
contig_10385	9525	2.18752	2.18752	0.993213
contig_10387	10794	1.38238	1.38238	1.19949
contig_10388	6866	0.667064	0.667064	0.517567
contig_10389	24919	1.89289	1.89289	0.884831
contig_1039	19750	0.603061	0.603061	0.461204
contig_10390	22969	0.870985	0.870985	0.806009
contig_10392	5597	0.946393	0.946393	0.863435
contig_10393	7374	0.552049	0.552049	0.520583
contig_10394	9950	0.30398	0.30398	0.211605
contig_10395	19969	0.601292	0.601292	0.420204
contig_10397	8754	1.21571	1.21571	0.831061
contig_10398	28796	1.38721	1.38721	1.71468
contig_10399	19854	0.55542	0.55542	1.29807
contig_1040	6525	0.520471	0.520471	1.43169
contig_10400	19200	3.14604	3.14604	5.70285
contig_10402	16428	1.12047	1.12047	1.02458
contig_10403	6305	0.333387	0.333387	0.524465
contig_10404	12231	2.01109	2.01109	1.15994
contig_10405	5708	0.27258	0.27258	0.198318
contig_10406	10558	0.71176	0.71176	0.517461
contig_10407	38538	1.37931	1.37931	1.94892
contig_10408	14412	1.22122	1.22122	1.00512
contig_10409	24581	2.49511	2.49511	14.539
contig_1041	29749	5.162	5.162	27.0087
contig_10410	14611	0.934928	0.934928	0.882363
contig_10411	42289	3.43451	3.43451	4.06977
contig_10412	7477	0.271871	0.271871	0.332606
contig_10413	9282	1.04654	1.04654	1.74996
contig_10414	62706	1.6921	1.6921	1.27044
contig_10415	5504	0.265409	0.265409	0.222649
contig_10416	6151	0.890018	0.890018	1.41859
contig_10417	11655	1.74463	1.74463	2.84107
contig_10418	55208	0.907734	0.907734	1.70998
contig_10419	11095	1.83965	1.83965	2.71834
contig_10420	22508	1.95093	1.95093	1.10763
contig_10421	11757	1.89506	1.89506	1.85226
contig_10424	23884	7.72082	7.72082	18.7601
contig_10426	45570	2.49003	2.49003	5.99242
contig_10427	77673	8.6267	8.6267	30.3426
contig_10428	18427	0.999015	0.999015	1.50974
contig_1043	8650	1.45353	1.45353	1.18152
contig_10430	12847	1.72214	1.72214	0.869668
contig_10431	11368	0.382956	0.382956	0.69412
contig_10432	7492	0	0	0
contig_10433	14734	4.58605	4.58605	60.054
contig_10434	13512	0.455546	0.455546	0.33545
contig_10435	8604	0.655903	0.655903	0.793288
contig_10436	13871	1.17921	1.17921	0.628818
contig_10437	17992	1.29038	1.29038	0.766808
contig_10439	10124	0.777923	0.777923	0.667073
contig_1044	59844	2.37054	2.37054	4.48872
contig_10440	8356	0.182184	0.182184	0.257246
contig_10441	12529	0.712093	0.712093	1.16218
contig_10442	47662	3.78492	3.78492	20.4021
contig_10443	53563	1.78131	1.78131	2.26493
contig_10444	6286	0.297425	0.297425	0.353126
contig_10445	10325	1.33995	1.33995	1.40898
contig_10448	7126	2.50301	2.50301	4.64188
contig_10449	15442	1.69991	1.69991	1.3065
contig_1045	8954	0.988982	0.988982	1.06897
contig_10450	6640	1.88367	1.88367	0.752486
contig_10451	33926	41.5093	41.5093	860016
contig_10452	5453	2.77296	2.77296	4.88253
contig_10453	18251	0.477377	0.477377	0.365153
contig_10454	9620	0.187012	0.187012	0.248819
contig_10455	7874	0.787157	0.787157	0.598747
contig_10456	15146	1.89144	1.89144	0.668929
contig_10457	6343	1.58179	1.58179	0.896699
contig_10458	32464	1.40967	1.40967	2.89497
contig_10459	5825	2.3311	2.3311	3.38365
contig_1046	23447	2.80401	2.80401	2.78534
contig_10460	8942	2.13649	2.13649	1.69701
contig_10461	16590	1.18723	1.18723	1.21968
contig_10462	49431	1.49502	1.49502	2.26117
contig_10463	13872	1.31533	1.31533	0.859514
contig_10464	5434	1.18073	1.18073	0.43732
contig_10465	12171	1.22452	1.22452	1.02312
contig_10467	24537	2.41887	2.41887	1.6649
contig_10469	7269	2.084	2.084	0.953372
contig_1047	11644	1.71429	1.71429	1.38014
contig_10470	10609	0.953437	0.953437	0.953575
contig_10471	9046	2.16906	2.16906	2.12134
contig_10472	14072	0.679285	0.679285	1.36086
contig_10473	114616	2.58765	2.58765	6.74305
contig_10477	11355	0.615975	0.615975	1.53035
contig_10478	41484	3.30324	3.30324	4.02958
contig_10479	83116	2.53761	2.53761	3.49945
contig_1048	459394	10.9327	10.9327	22.6243
contig_10480	157520	21.5616	21.5616	92.5006
contig_10482	10938	1.56739	1.56739	2.30832
contig_10483	42710	1.57538	1.57538	2.59183
contig_10484	11558	1.26946	1.26946	1.42035
contig_10485	7762	0.281135	0.281135	0.233359
contig_10486	21755	2.00653	2.00653	1.83104
contig_10487	36982	3.19877	3.19877	5.15793
contig_10488	12624	0.93282	0.93282	0.96195
contig_10489	51576	0.604675	0.604675	1.20831
contig_10490	20845	1.60179	1.60179	1.94001
contig_10491	11438	1.69313	1.69313	2.49171
contig_10492	11226	2.23908	2.23908	1.1907
contig_10493	27038	3.01101	3.01101	6.79805
contig_10495	48392	1.00831	1.00831	3.88485
contig_10496	8962	1.18112	1.18112	1.86397
contig_10497	9384	0.640243	0.640243	0.801546
contig_10498	5989	3.69841	3.69841	94.9171
contig_10499	9384	1.13407	1.13407	1.45021
contig_10500	7491	2.3287	2.3287	4.47284
contig_10501	19136	3.19393	3.19393	7.53674
contig_10503	11634	1.0209	1.0209	0.895789
contig_10504	11353	2.16951	2.16951	0.981478
contig_10506	25332	1.25824	1.25824	1.06403
contig_10507	10451	2.25599	2.25599	3.37378
contig_10508	141444	3.10783	3.10783	7.49534
contig_10509	10587	0.899684	0.899684	1.15317
contig_10510	34403	1.73964	1.73964	2.94904
contig_10512	7238	1.06927	1.06927	0.654029
contig_10513	29269	1.8696	1.8696	2.08264
contig_10515	39684	1.26046	1.26046	1.71613
contig_10516	74072	2.43051	2.43051	4.27378
contig_10517	8534	0.298783	0.298783	0.28327
contig_10518	10198	1.8753	1.8753	0.77186
contig_10519	7712	1.20444	1.20444	0.846715
contig_1052	16906	2.89144	2.89144	6.327
contig_10520	20483	1.15723	1.15723	1.12081
contig_10521	15007	3.03217	3.03217	5.38641
contig_10522	20653	2.25352	2.25352	2.46914
contig_10523	21813	2.02973	2.02973	3.0799
contig_10525	12474	1.55769	1.55769	2.05361
contig_10526	5930	1.51713	1.51713	0.902795
contig_10527	7165	1.92773	1.92773	0.929938
contig_10528	65375	1.43994	1.43994	1.4845
contig_10529	10167	2.25906	2.25906	4.77804
contig_1053	21444	1.99554	1.99554	2.16366
contig_10530	55448	0.97452	0.97452	1.32394
contig_10531	24855	5.23113	5.23113	14.4891
contig_10532	8329	1.41081	1.41081	0.98748
contig_10533	10758	0.386312	0.386312	0.27103
contig_10536	7220	0.602122	0.602122	0.476405
contig_10537	15612	0.953111	0.953111	0.530858
contig_10538	13382	2.44498	2.44498	1.19742
contig_10539	34414	1.06879	1.06879	1.46142
contig_1054	19325	1.91442	1.91442	2.31214
contig_10540	376374	9.06226	9.06226	14.3425
contig_10541	9058	0.80467	0.80467	0.540926
contig_10544	8855	1.00873	1.00873	0.943398
contig_10545	6685	1.42877	1.42877	0.61167
contig_10546	7774	22.2185	22.2185	17.4992
contig_10547	7018	5.88148	5.88148	32.481
contig_10548	8634	2.78854	2.78854	1.07363
contig_10549	6601	3.52162	3.52162	1.37047
contig_1055	11645	0.91605	0.91605	1.83672
contig_10550	14343	1.63581	1.63581	1.56356
contig_10551	5175	0.0995025	0.0995025	0.089615
contig_10553	9760	0.493548	0.493548	0.249973
contig_10554	7531	1.73012	1.73012	2.44395
contig_10556	14006	3.01148	3.01148	2.80068
contig_10557	6372	1.4955	1.4955	1.13894
contig_10558	13350	1.39371	1.39371	1.48864
contig_10559	49565	2.14544	2.14544	2.53016
contig_1056	34849	0.721231	0.721231	0.978464
contig_10563	6325	3.38283	3.38283	5.0895
contig_10564	7524	4.68904	4.68904	5.87461
contig_10565	28638	4.4491	4.4491	6.7711
contig_10566	10150	1.5302	1.5302	0.632777
contig_10567	393947	3.72758	3.72758	6.68601
contig_10568	9328	0.524188	0.524188	0.883531
contig_10569	22440	1.90991	1.90991	12.784
contig_1057	12490	0.226175	0.226175	0.417253
contig_10570	10246	1.36381	1.36381	0.486648
contig_10571	7309	2.49253	2.49253	6.28145
contig_10572	23857	0.881512	0.881512	1.23466
contig_10574	8181	1.08816	1.08816	0.999722
contig_10575	10556	0.259946	0.259946	0.192429
contig_10576	7427	0.816545	0.816545	0.477751
contig_10577	15305	2.44692	2.44692	4.52264
contig_10578	13310	2.90897	2.90897	3.68116
contig_10579	8620	2.00142	2.00142	2.36297
contig_1058	10033	1.154	1.154	0.782661
contig_10580	9096	0.923318	0.923318	0.45314
contig_10581	8222	0.932111	0.932111	1.11564
contig_10582	89493	2.10979	2.10979	5.26406
contig_10583	10081	1.10573	1.10573	1.11272
contig_10584	9002	1.31733	1.31733	1.00182
contig_10586	11953	1.09684	1.09684	1.04622
contig_10587	19484	1.16722	1.16722	1.44147
contig_10588	13182	1.15347	1.15347	1.98072
contig_10589	44232	2.56715	2.56715	6.36872
contig_10590	6931	1.00015	1.00015	1.05006
contig_10591	22286	2.75547	2.75547	2.04624
contig_10592	53259	4.27329	4.27329	3.87112
contig_10593	9156	1.25205	1.25205	1.06319
contig_10594	5989	1.22418	1.22418	1.38153
contig_10595	7594	0.669801	0.669801	0.601436
contig_10596	21250	2.76754	2.76754	2.81003
contig_10597	32272	2.15335	2.15335	1.98166
contig_10598	10315	2.16891	2.16891	1.15313
contig_10599	11635	0.7064	0.7064	0.739114
contig_1060	7829	0.963276	0.963276	0.862659
contig_10600	8028	3.36849	3.36849	5.19899
contig_10601	8556	2.75744	2.75744	2.58085
contig_10602	8869	1.3497	1.3497	1.15627
contig_10603	11428	0.37684	0.37684	0.40425
contig_10604	22272	0.141353	0.141353	0.123299
contig_10605	16883	1.61543	1.61543	0.67919
contig_10606	59811	2.53957	2.53957	2.50826
contig_10608	9561	1.53193	1.53193	0.831535
contig_10609	10975	0.516212	0.516212	0.273553
contig_1061	8081	1.49931	1.49931	1.24294
contig_10610	7280	0.444881	0.444881	0.409457
contig_10611	10441	1.35361	1.35361	1.30767
contig_10612	13735	0.735517	0.735517	0.632587
contig_10613	53338	3.21317	3.21317	4.659
contig_10616	11939	1.16727	1.16727	1.05877
contig_10617	10173	3.66278	3.66278	7.06225
contig_10618	5302	4.23991	4.23991	1.70913
contig_10619	39659	4.74641	4.74641	13.7475
contig_1062	109031	3.80057	3.80057	15.5623
contig_10620	13263	0.327156	0.327156	0.562194
contig_10621	24522	0.208395	0.208395	0.192402
contig_10622	7566	0.712109	0.712109	0.848161
contig_10623	15730	1.22202	1.22202	0.891633
contig_10624	5727	0.00286893	0.00286893	0.00286152
contig_10625	21414	0.400442	0.400442	0.438135
contig_10626	7251	2.02746	2.02746	0.530634
contig_10627	12866	0.325653	0.325653	0.289608
contig_10628	9575	0.479257	0.479257	0.443799
contig_10629	12165	1.47649	1.47649	2.4511
contig_10630	8096	1.37994	1.37994	1.40703
contig_10631	132500	0.825788	0.825788	1.20018
contig_10632	11430	4.02801	4.02801	3.31858
contig_10635	13420	3.08651	3.08651	2.32372
contig_10636	5899	0.721865	0.721865	0.67298
contig_10637	6658	1.75492	1.75492	1.13537
contig_10638	5192	0.602142	0.602142	0.631589
contig_10639	45025	6.33134	6.33134	21.7274
contig_10640	8601	0.15016	0.15016	0.154608
contig_10642	134218	1.6878	1.6878	2.07399
contig_10644	6105	0.999496	0.999496	0.168124
contig_10649	5950	1.94414	1.94414	0.973942
contig_10650	17479	0.651394	0.651394	0.725691
contig_10651	15254	1.72742	1.72742	1.17468
contig_10652	7750	0.825789	0.825789	0.500738
contig_10654	16674	2.0052	2.0052	2.33378
contig_10655	23137	1.54883	1.54883	1.97309
contig_10656	11098	0.715016	0.715016	0.788267
contig_10657	7553	1.08834	1.08834	1.02596
contig_10658	30258	1.98725	1.98725	3.36423
contig_1066	9433	2.52365	2.52365	2.76165
contig_10661	29872	1.53065	1.53065	2.7899
contig_10662	9111	2.52438	2.52438	1.03156
contig_10663	6278	0.809399	0.809399	0.80319
