Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
MetaBAT2_bins.130	c__Gammaproteobacteria (UID4267)	119	544	284	48	488	8	0	0	0	89.06	1.88	0.00
MetaBAT2_bins.131	c__Deltaproteobacteria (UID3217)	62	280	168	13	267	0	0	0	0	93.88	0.00	0.00
MetaBAT2_bins.142	c__Gammaproteobacteria (UID4444)	263	503	230	184	310	9	0	0	0	58.55	2.38	0.00
MetaBAT2_bins.146_sub	k__Bacteria (UID1453)	901	171	117	50	117	4	0	0	0	64.96	3.42	0.00
MetaBAT2_bins.149_sub	c__Gammaproteobacteria (UID4274)	112	581	290	132	264	129	36	17	3	76.94	52.11	7.32
MetaBAT2_bins.166_sub	c__Gammaproteobacteria (UID4202)	67	481	276	83	385	12	1	0	0	80.69	2.51	13.33
MetaBAT2_bins.167	c__Gammaproteobacteria (UID4267)	119	544	284	15	521	7	1	0	0	97.07	2.01	0.00
MetaBAT2_bins.170	c__Gammaproteobacteria (UID4267)	119	544	284	66	469	6	3	0	0	90.20	2.55	20.00
MetaBAT2_bins.178_sub	k__Bacteria (UID203)	5449	103	58	94	9	0	0	0	0	11.36	0.00	0.00
MetaBAT2_bins.184	c__Gammaproteobacteria (UID4267)	119	544	284	165	367	12	0	0	0	65.30	2.41	8.33
MetaBAT2_bins.24	c__Deltaproteobacteria (UID3216)	83	247	155	31	212	4	0	0	0	87.42	1.55	100.00
MetaBAT2_bins.35	o__Actinomycetales (UID1590)	562	286	170	66	220	0	0	0	0	73.14	0.00	0.00
MetaBAT2_bins.45	o__Rhizobiales (UID3447)	356	413	248	98	301	13	1	0	0	73.22	3.83	25.00
MetaBAT2_bins.47	c__Deltaproteobacteria (UID3216)	83	247	155	24	198	25	0	0	0	85.81	12.58	64.00
MetaBAT2_bins.52	k__Bacteria (UID3187)	2258	188	117	15	171	2	0	0	0	89.48	1.71	0.00
MetaBAT2_bins.55_sub	c__Gammaproteobacteria (UID4267)	119	544	284	147	386	10	1	0	0	70.48	2.63	0.00
MetaBAT2_bins.57	o__Actinomycetales (UID1815)	120	572	265	111	408	52	1	0	0	76.61	9.77	32.73
MetaBAT2_bins.61_sub	s__algicola (UID2846)	47	571	303	394	165	10	1	0	1	25.01	2.10	8.70
MetaBAT2_bins.64_sub	k__Bacteria (UID203)	5449	104	58	6	61	29	8	0	0	90.52	48.67	22.64
MetaBAT2_bins.71	c__Gammaproteobacteria (UID4274)	112	581	290	254	285	34	8	0	0	54.42	8.66	32.76
MetaBAT2_bins.77_sub	k__Bacteria (UID203)	5449	102	56	28	47	19	8	0	0	58.60	27.14	23.26
MetaBAT2_bins.94_sub	k__Bacteria (UID3187)	2258	188	117	92	88	8	0	0	0	51.65	3.74	0.00
MetaBAT2_bins.97_sub	o__Actinomycetales (UID1696)	455	315	190	103	154	57	1	0	0	64.58	19.02	1.67
