Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
MetaBAT2_bins.36	k__Bacteria (UID203)	5449	104	58	4	61	32	6	1	0	93.10	64.66	69.64
MetaBAT2_bins.37	c__Gammaproteobacteria (UID4267)	119	544	284	346	194	4	0	0	0	29.28	0.79	75.00
MetaBAT2_bins.38	o__Rhizobiales (UID3447)	356	413	248	66	304	41	1	1	0	81.39	11.14	36.00
MetaBAT2_bins.47	c__Deltaproteobacteria (UID3216)	83	247	155	74	170	3	0	0	0	58.67	1.29	0.00
MetaBAT2_bins.49	c__Gammaproteobacteria (UID4274)	112	581	290	79	256	170	67	9	0	86.62	62.76	54.59
MetaBAT2_bins.54	c__Deltaproteobacteria (UID3217)	62	280	168	57	215	8	0	0	0	74.23	4.17	25.00
MetaBAT2_bins.55	o__Actinomycetales (UID1590)	562	286	170	43	243	0	0	0	0	81.47	0.00	0.00
MetaBAT2_bins.71	k__Bacteria (UID3187)	2258	188	117	22	164	2	0	0	0	86.86	1.71	0.00
MetaBAT2_bins.75	k__Bacteria (UID1453)	901	171	117	38	129	4	0	0	0	74.43	2.99	0.00
MetaBAT2_bins.76	c__Deltaproteobacteria (UID3216)	83	247	155	43	184	19	1	0	0	78.71	9.68	77.27
MetaBAT2_bins.80_sub	c__Gammaproteobacteria (UID4274)	112	581	290	209	354	17	1	0	0	65.17	4.11	5.00
MetaBAT2_bins.85_sub	c__Gammaproteobacteria (UID4267)	119	544	284	92	419	28	5	0	0	79.91	5.78	4.65
MetaBAT2_bins.99_sub	c__Deltaproteobacteria (UID3216)	83	247	155	40	127	64	15	1	0	78.23	42.83	13.04
