Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GraphMB_286	c__Deltaproteobacteria (UID3216)	83	247	155	72	169	6	0	0	0	68.49	3.23	0.00
GraphMB_290	p__Proteobacteria (UID3880)	1495	261	164	79	123	51	7	1	0	64.35	26.32	24.36
GraphMB_321_sub	k__Bacteria (UID3187)	2258	188	117	47	97	23	14	4	3	70.44	59.62	51.61
GraphMB_332	k__Bacteria (UID1452)	924	163	110	43	118	2	0	0	0	70.91	1.82	50.00
GraphMB_336_sub	c__Gammaproteobacteria (UID4202)	67	481	276	368	112	1	0	0	0	19.96	0.36	0.00
GraphMB_370	c__Deltaproteobacteria (UID3216)	83	247	155	82	160	5	0	0	0	62.38	3.23	60.00
GraphMB_377	c__Gammaproteobacteria (UID4267)	119	544	284	259	277	8	0	0	0	48.64	1.72	25.00
GraphMB_426	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
GraphMB_437_sub	c__Alphaproteobacteria (UID3337)	468	388	250	139	246	2	1	0	0	57.26	1.20	0.00
GraphMB_439_sub	c__Deltaproteobacteria (UID3216)	83	247	155	121	123	3	0	0	0	43.55	1.94	33.33
GraphMB_43_sub	f__Rhodobacteraceae (UID3360)	56	582	313	304	272	6	0	0	0	46.16	0.89	33.33
GraphMB_446_sub	p__Proteobacteria (UID3880)	1495	261	164	25	182	47	7	0	0	86.79	27.44	30.88
GraphMB_454_sub	o__Rhizobiales (UID3447)	356	413	248	169	163	80	1	0	0	53.41	18.20	56.63
GraphMB_474_sub	c__Deltaproteobacteria (UID3217)	62	280	168	137	142	1	0	0	0	40.69	0.60	100.00
GraphMB_48	p__Actinobacteria (UID1454)	732	199	116	143	56	0	0	0	0	26.20	0.00	0.00
GraphMB_545	o__Rhizobiales (UID3447)	356	413	248	141	269	3	0	0	0	64.76	1.21	33.33
GraphMB_571	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
GraphMB_616_sub	p__Proteobacteria (UID3880)	1495	261	164	26	207	26	1	1	0	86.59	16.19	31.43
GraphMB_753	c__Gammaproteobacteria (UID4274)	112	581	290	287	242	52	0	0	0	47.51	10.16	69.23
GraphMB_895_sub	c__Gammaproteobacteria (UID4202)	67	481	276	41	432	8	0	0	0	89.57	2.22	0.00
GraphMB_915_sub	c__Deltaproteobacteria (UID3216)	83	247	155	168	76	3	0	0	0	21.12	1.94	33.33
GraphMB_957_sub	o__Actinomycetales (UID1663)	488	310	185	260	50	0	0	0	0	5.88	0.00	0.00
MaxBin2_bins.019_sub	c__Deltaproteobacteria (UID3216)	83	247	155	140	106	1	0	0	0	29.57	0.65	0.00
MaxBin2_bins.028_sub	o__Rhizobiales (UID3447)	356	413	248	342	70	1	0	0	0	8.20	0.01	0.00
MaxBin2_bins.047_sub	k__Bacteria (UID1453)	901	171	117	99	72	0	0	0	0	26.07	0.00	0.00
MaxBin2_bins.050	k__Bacteria (UID3060)	138	335	244	253	81	1	0	0	0	19.88	0.41	0.00
MaxBin2_bins.054_sub	k__Bacteria (UID1453)	901	171	117	35	101	26	8	1	0	76.41	32.19	16.07
MaxBin2_bins.060_sub	c__Deltaproteobacteria (UID3216)	83	247	155	198	47	2	0	0	0	3.85	0.07	0.00
MaxBin2_bins.061_sub	c__Deltaproteobacteria (UID3216)	83	247	155	187	60	0	0	0	0	8.67	0.00	0.00
MaxBin2_bins.089_sub	c__Deltaproteobacteria (UID3216)	83	247	155	144	91	11	1	0	0	29.00	5.16	0.00
MaxBin2_bins.092_sub	c__Deltaproteobacteria (UID3216)	83	247	155	117	109	20	1	0	0	41.49	8.45	0.00
MaxBin2_bins.097	k__Bacteria (UID1453)	901	171	117	106	65	0	0	0	0	22.22	0.00	0.00
MaxBin2_bins.106_sub	p__Proteobacteria (UID3880)	1495	261	164	211	50	0	0	0	0	4.57	0.00	0.00
MaxBin2_bins.110_sub	c__Deltaproteobacteria (UID3216)	83	247	155	132	94	18	3	0	0	39.93	7.74	3.70
MaxBin2_bins.117_sub	k__Bacteria (UID3187)	2258	190	119	55	94	31	9	1	0	63.02	31.61	0.00
MaxBin2_bins.122_sub	k__Bacteria (UID203)	5449	102	56	12	57	18	7	8	0	82.14	70.78	2.30
MetaBAT2_bins.105_sub	c__Deltaproteobacteria (UID3216)	83	247	155	10	210	27	0	0	0	94.17	11.45	62.96
MetaBAT2_bins.110	k__Bacteria (UID3187)	2258	190	119	32	137	20	1	0	0	76.96	12.46	47.83
MetaBAT2_bins.111	c__Gammaproteobacteria (UID4274)	112	581	290	24	543	13	1	0	0	94.50	3.22	37.50
MetaBAT2_bins.113_sub	k__Bacteria (UID1453)	901	171	117	63	77	28	3	0	0	65.95	24.93	35.14
MetaBAT2_bins.116	c__Gammaproteobacteria (UID4202)	67	481	276	111	364	6	0	0	0	78.20	1.51	16.67
MetaBAT2_bins.129	c__Deltaproteobacteria (UID3216)	83	247	155	88	159	0	0	0	0	59.48	0.00	0.00
MetaBAT2_bins.130	k__Bacteria (UID1452)	924	163	110	81	80	2	0	0	0	42.27	1.82	0.00
MetaBAT2_bins.138	f__Flavobacteriaceae (UID2845)	53	548	298	99	349	87	13	0	0	79.24	21.54	29.37
MetaBAT2_bins.141_sub	f__Rhodobacteraceae (UID3340)	84	568	330	131	429	8	0	0	0	74.75	1.57	12.50
MetaBAT2_bins.142	c__Deltaproteobacteria (UID3216)	83	247	155	25	220	2	0	0	0	86.68	0.97	0.00
MetaBAT2_bins.160	k__Bacteria (UID1453)	901	171	117	18	151	2	0	0	0	89.54	1.71	50.00
MetaBAT2_bins.173	c__Gammaproteobacteria (UID4267)	119	544	284	79	439	25	1	0	0	84.27	6.87	14.29
MetaBAT2_bins.174	o__Actinomycetales (UID1815)	120	572	265	86	485	1	0	0	0	83.07	0.05	0.00
MetaBAT2_bins.193	c__Deltaproteobacteria (UID3216)	83	247	155	13	221	13	0	0	0	93.55	7.10	0.00
MetaBAT2_bins.199	c__Deltaproteobacteria (UID3216)	83	247	155	14	220	13	0	0	0	91.94	1.08	100.00
MetaBAT2_bins.20	c__Gammaproteobacteria (UID4267)	119	544	284	41	495	8	0	0	0	90.46	1.73	0.00
MetaBAT2_bins.200_sub	p__Bacteroidetes (UID2605)	350	316	210	172	120	19	4	0	1	41.41	9.95	5.77
MetaBAT2_bins.201_sub	p__Bacteroidetes (UID2605)	350	316	210	110	201	5	0	0	0	63.95	2.14	20.00
MetaBAT2_bins.206	c__Deltaproteobacteria (UID3216)	83	247	155	9	236	2	0	0	0	95.16	0.86	50.00
MetaBAT2_bins.21	c__Deltaproteobacteria (UID3217)	62	280	168	34	233	10	3	0	0	94.83	6.55	78.95
MetaBAT2_bins.22	o__Actinomycetales (UID1590)	562	286	170	12	255	18	1	0	0	95.93	7.25	0.00
MetaBAT2_bins.222	k__Bacteria (UID1452)	924	163	110	27	131	3	2	0	0	80.58	5.45	11.11
MetaBAT2_bins.230_sub	c__Deltaproteobacteria (UID3217)	62	280	168	69	206	5	0	0	0	77.38	2.68	40.00
MetaBAT2_bins.231	s__algicola (UID2846)	47	571	303	36	521	14	0	0	0	93.15	2.09	7.14
MetaBAT2_bins.232_sub	c__Gammaproteobacteria (UID4267)	119	544	284	153	336	53	2	0	0	70.05	10.63	77.97
MetaBAT2_bins.246	o__Rhizobiales (UID3447)	356	416	249	59	355	2	0	0	0	81.53	0.30	0.00
MetaBAT2_bins.248	c__Deltaproteobacteria (UID3216)	83	247	155	81	150	15	1	0	0	58.00	6.45	11.11
MetaBAT2_bins.260	k__Bacteria (UID1453)	901	171	117	19	150	2	0	0	0	88.91	1.28	0.00
MetaBAT2_bins.262	c__Gammaproteobacteria (UID4267)	119	544	284	19	518	5	1	1	0	95.13	2.54	0.00
MetaBAT2_bins.33	c__Gammaproteobacteria (UID4202)	67	481	276	16	458	7	0	0	0	95.58	2.22	0.00
MetaBAT2_bins.49_sub	p__Actinobacteria (UID1454)	732	199	116	76	117	6	0	0	0	58.48	2.80	66.67
MetaBAT2_bins.53	c__Gammaproteobacteria (UID4202)	67	481	276	177	247	47	9	1	0	62.41	15.22	23.75
MetaBAT2_bins.57	o__Actinomycetales (UID1590)	562	286	170	39	231	16	0	0	0	82.59	7.06	12.50
MetaBAT2_bins.63_sub	c__Gammaproteobacteria (UID4202)	67	481	276	238	215	25	2	1	0	45.37	5.26	24.32
MetaBAT2_bins.67_sub	c__Gammaproteobacteria (UID4274)	112	581	290	82	321	143	33	2	0	84.12	44.12	11.81
MetaBAT2_bins.69_sub	s__algicola (UID2846)	47	571	303	362	190	18	1	0	0	36.77	4.24	23.81
MetaBAT2_bins.74	c__Gammaproteobacteria (UID4267)	119	544	284	100	425	18	0	1	0	80.93	4.77	4.17
MetaBAT2_bins.85_sub	c__Gammaproteobacteria (UID4267)	119	544	284	268	230	43	3	0	0	46.36	7.74	3.85
MetaBAT2_bins.96_sub	c__Gammaproteobacteria (UID4274)	112	581	290	105	267	127	72	8	2	79.83	52.00	16.86
MetaBAT2_bins.99_sub	c__Deltaproteobacteria (UID3217)	62	280	168	32	189	45	14	0	0	89.46	32.61	35.63
